央视频道,#genre#
CCTV12,http://114.254.209.157:8888/rtp/239.3.1.64:8124,0.9247
CCTV12,http://www.ogrehq.com:4022/udp/228.1.1.30:8124,0.8911
CCTV12,http://114.254.209.157:8888/rtp/239.3.1.64:8124,0.8581
CCTV12,http://114.249.217.126:8888/rtp/239.3.1.64:8124,0.6923
CCTV12,http://111.197.224.161:4022/rtp/239.3.1.64:8124,0.6797
CCTV12,http://125.34.18.98:8888/rtp/239.3.1.64:8124,0.6781
CCTV12,http://114.249.217.126:8888/rtp/239.3.1.64:8124,0.6287
CCTV12,http://sweetown.fun:4000/rtp/239.3.1.64:8124,0.5191
CCTV12,http://111.193.234.141:8888/rtp/239.3.1.64:8124,0.5134
CCTV12,http://222.129.32.50:58888/rtp/239.3.1.64:8124,0.4773
CCTV12,http://114.254.219.197:8000/rtp/239.3.1.64:8124,0.4438
CCTV12,http://222.129.32.50:58888/rtp/239.3.1.64:8124,0.4368
CCTV12,http://114.254.88.16:2222/rtp/239.3.1.64:8124,0.3992
CCTV12,http://111.196.185.170:5555/rtp/239.3.1.64:8124,0.3969
CCTV12,http://114.253.218.94:5400/rtp/239.3.1.64:8124,0.376
CCTV12,http://123.113.237.79:8888/rtp/239.3.1.64:8124,0.3732
CCTV12,http://114.253.218.94:5400/rtp/239.3.1.64:8124,0.3581
CCTV12,http://wg.mxmy.net:8888/rtp/239.3.1.64:8124,0.3366
CCTV12,http://114.254.86.80:2222/rtp/239.3.1.64:8124,0.3358
CCTV12,http://123.118.59.198:8888/rtp/239.3.1.64:8124,0.3346
CCTV12,http://61.48.28.175:8180/rtp/239.3.1.64:8124,0.324
CCTV12,http://61.48.28.175:8180/rtp/239.3.1.64:8124,0.3238
CCTV12,http://1.202.9.192:8888/udp/225.1.8.112:8232,0.3228
CCTV12,http://1.202.9.192:8888/udp/225.1.8.112:8232,0.3222
CCTV12,http://123.113.237.79:8888/rtp/239.3.1.64:8124,0.3101
CCTV12,http://sweetown.fun:4000/rtp/239.3.1.64:8124,0.2908
CCTV12,http://111.197.224.161:4022/rtp/239.3.1.64:8124,0.2839
CCTV12,http://111.193.234.141:8888/rtp/239.3.1.64:8124,0.2771
CCTV12,http://222.129.36.235:9001/rtp/239.3.1.64:8124,0.2232
CCTV12,http://114.254.86.80:2222/rtp/239.3.1.64:8124,0.2193
CCTV13,http://123.122.162.250:19999/rtp/239.3.1.124:8128,0.9612
CCTV13,http://123.122.162.250:19999/rtp/239.3.1.124:8128,0.9607
CCTV13,http://123.122.163.122:19999/rtp/239.3.1.124:8128,0.9606
CCTV13,http://123.122.163.122:19999/rtp/239.3.1.124:8128,0.9603
CCTV13,http://111.192.187.92:8012/rtp/239.3.1.124:8128,0.958
CCTV13,http://111.192.187.92:8012/rtp/239.3.1.124:8128,0.9573
CCTV13,http://221.219.101.215:8012/rtp/239.3.1.124:8128,0.9569
CCTV13,http://114.254.189.79:9999/rtp/239.3.1.124:8128,0.9562
CCTV13,http://114.254.219.197:8000/rtp/239.3.1.124:8128,0.9559
CCTV13,http://120.244.86.221:9999/udp/228.1.1.212:8128,0.9536
CCTV13,http://www.ogrehq.com:4022/udp/228.1.1.212:8128,0.9485
CCTV13,http://1.203.76.226:7788/udp/225.1.1.10:8128,0.9476
CCTV13,http://114.254.219.197:8000/rtp/239.3.1.124:8128,0.9469
CCTV13,http://1.202.9.192:8888/udp/225.1.1.10:8128,0.9452
CCTV13,http://www.ogrehq.com:4022/udp/228.1.1.212:8128,0.9448
CCTV13,http://1.202.9.192:8888/udp/225.1.1.10:8128,0.9431
CCTV13,http://114.254.189.79:9999/rtp/239.3.1.124:8128,0.933
CCTV13,http://114.246.183.121:4022/rtp/239.3.1.124:8128,0.9223
CCTV13,http://sweetown.fun:4000/rtp/239.3.1.124:8128,0.9176
CCTV13,http://123.118.59.198:8888/rtp/239.3.1.124:8128,0.8786
CCTV13,http://114.246.183.121:4022/rtp/239.3.1.124:8128,0.8064
CCTV13,http://114.249.217.126:8888/rtp/239.3.1.124:8128,0.7433
CCTV13,http://222.129.32.50:58888/rtp/239.3.1.124:8128,0.7418
CCTV13,http://222.129.138.133:4088/rtp/239.3.1.124:8128,0.7276
CCTV13,http://114.249.217.126:8888/rtp/239.3.1.124:8128,0.7102
CCTV13,http://61.48.28.175:8180/rtp/239.3.1.124:8128,0.701
CCTV13,http://111.197.224.161:4022/rtp/239.3.1.124:8128,0.6858
CCTV13,http://111.193.234.141:8888/rtp/239.3.1.124:8128,0.657
CCTV13,http://123.118.59.198:8888/rtp/239.3.1.124:8128,0.6451
CCTV13,http://125.34.18.98:8888/rtp/239.3.1.124:8128,0.6415
CCTV13,http://114.253.218.94:5400/rtp/239.3.1.124:8128,0.5587
CCTV13,http://wg.mxmy.net:8888/rtp/239.3.1.124:8128,0.5549
CCTV13,http://222.129.36.235:9001/rtp/239.3.1.124:8128,0.5147
CCTV13,http://222.129.32.50:58888/rtp/239.3.1.124:8128,0.5
CCTV13,http://wg.mxmy.net:8888/rtp/239.3.1.124:8128,0.4599
CCTV13,http://sweetown.fun:4000/rtp/239.3.1.124:8128,0.4427
CCTV13,http://123.113.237.79:8888/rtp/239.3.1.124:8128,0.3961
CCTV13,http://61.48.28.175:8180/rtp/239.3.1.124:8128,0.3947
CCTV13,http://120.244.86.221:9999/udp/228.1.1.212:8128,0.3794
CCTV13,http://114.253.218.94:5400/rtp/239.3.1.124:8128,0.3633
CCTV13,http://114.243.107.120:4000/rtp/239.3.1.124:8128,0.3365
CCTV13,http://1.203.76.226:7788/udp/225.1.8.113:8264,0.324
CCTV13,http://1.202.9.192:8888/udp/225.1.8.113:8264,0.321
CCTV13,http://123.113.237.79:8888/rtp/239.3.1.124:8128,0.2817
CCTV14,http://111.192.187.92:8012/rtp/239.3.1.65:8132,0.9581
CCTV14,http://111.192.187.92:8012/rtp/239.3.1.65:8132,0.9576
CCTV14,http://114.254.189.79:9999/rtp/239.3.1.65:8132,0.9571
CCTV14,http://114.254.189.79:9999/rtp/239.3.1.65:8132,0.9556
CCTV14,http://www.ogrehq.com:4022/udp/228.1.1.31:8132,0.9464
CCTV14,http://1.203.76.226:7788/udp/225.1.8.14:8132,0.9388
CCTV14,http://www.ogrehq.com:4022/udp/228.1.1.31:8132,0.9167
CCTV14,http://114.243.107.120:4000/rtp/239.3.1.65:8132,0.9056
CCTV14,http://sweetown.fun:4000/rtp/239.3.1.65:8132,0.8113
CCTV14,http://wg.mxmy.net:8888/rtp/239.3.1.65:8132,0.796
CCTV14,http://114.243.107.120:4000/rtp/239.3.1.65:8132,0.7752
CCTV14,http://125.34.18.98:8888/rtp/239.3.1.65:8132,0.7749
CCTV14,http://61.48.28.175:8180/rtp/239.3.1.65:8132,0.6453
CCTV14,http://222.129.36.235:9001/rtp/239.3.1.65:8132,0.6311
CCTV14,http://wg.mxmy.net:8888/rtp/239.3.1.65:8132,0.6158
CCTV14,http://114.253.218.94:5400/rtp/239.3.1.65:8132,0.5117
CCTV14,http://123.121.216.27:8180/rtp/239.3.1.65:8132,0.5004
CCTV14,http://sweetown.fun:4000/rtp/239.3.1.65:8132,0.4953
CCTV14,http://114.249.217.126:8888/rtp/239.3.1.65:8132,0.4835
CCTV14,http://123.118.59.198:8888/rtp/239.3.1.65:8132,0.4572
CCTV14,http://222.129.32.50:58888/rtp/239.3.1.65:8132,0.457
CCTV14,http://111.193.234.141:8888/rtp/239.3.1.65:8132,0.4278
CCTV14,http://222.129.32.50:58888/rtp/239.3.1.65:8132,0.4229
CCTV14,http://114.249.217.126:8888/rtp/239.3.1.65:8132,0.4216
CCTV14,http://1.203.76.226:7788/udp/225.1.8.14:8132,0.4101
CCTV14,http://114.253.218.94:5400/rtp/239.3.1.65:8132,0.41
CCTV14,http://114.254.219.197:8000/rtp/239.3.1.65:8132,0.3739
CCTV14,http://111.197.224.161:4022/rtp/239.3.1.65:8132,0.3502
CCTV14,http://61.48.28.175:8180/rtp/239.3.1.65:8132,0.3482
CCTV14,http://123.113.237.79:8888/rtp/239.3.1.65:8132,0.3319
CCTV14,http://111.193.234.141:8888/rtp/239.3.1.65:8132,0.326
CCTV14,http://1.202.9.192:8888/udp/225.1.8.114:8236,0.3246
CCTV14,http://1.203.76.226:7788/udp/225.1.8.114:8236,0.3238
CCTV14,http://1.202.9.192:8888/udp/225.1.8.114:8236,0.3216
CCTV14,http://111.196.185.170:5555/rtp/239.3.1.65:8132,0.3097
CCTV14,http://114.254.86.80:2222/rtp/239.3.1.65:8132,0.3054
CCTV14,http://125.34.18.98:8888/rtp/239.3.1.65:8132,0.2947
CCTV14,http://123.113.237.79:8888/rtp/239.3.1.65:8132,0.2891
CCTV14,http://1.203.76.226:7788/udp/225.1.8.114:8236,0.2523
CCTV14,http://222.129.36.235:9001/rtp/239.3.1.65:8132,0.22
CCTV14,http://111.197.224.161:4022/rtp/239.3.1.65:8132,0.2114
CCTV15,http://111.192.187.92:8012/rtp/239.3.1.153:8136,0.9581
CCTV15,http://111.192.187.92:8012/rtp/239.3.1.153:8136,0.958
CCTV15,http://114.254.189.79:9999/rtp/239.3.1.153:8136,0.9572
CCTV15,http://114.254.189.79:9999/rtp/239.3.1.153:8136,0.9547
CCTV15,http://www.ogrehq.com:4022/udp/228.1.1.183:8136,0.948
CCTV15,http://www.ogrehq.com:4022/udp/228.1.1.183:8136,0.9457
CCTV15,http://222.129.36.235:9001/rtp/239.3.1.153:8136,0.9352
CCTV15,http://124.65.5.85:20000/rtp/239.3.1.153:8136,0.9026
CCTV15,http://114.243.107.120:4000/rtp/239.3.1.153:8136,0.8218
CCTV15,http://123.121.216.27:8180/rtp/239.3.1.153:8136,0.8205
CCTV15,http://111.197.224.161:4022/rtp/239.3.1.153:8136,0.8073
CCTV15,http://222.129.32.10:8888/rtp/239.3.1.153:8136,0.6973
CCTV15,http://123.121.216.27:8180/rtp/239.3.1.153:8136,0.6905
CCTV15,http://123.113.237.79:8888/rtp/239.3.1.153:8136,0.6073
CCTV15,http://120.244.86.221:9999/udp/228.1.1.183:8136,0.5639
CCTV15,http://sweetown.fun:4000/rtp/239.3.1.153:8136,0.5515
CCTV15,http://114.249.217.126:8888/rtp/239.3.1.153:8136,0.5404
CCTV15,http://114.253.218.94:5400/rtp/239.3.1.153:8136,0.5387
CCTV15,http://111.196.185.170:5555/rtp/239.3.1.153:8136,0.5384
CCTV15,http://123.113.237.79:8888/rtp/239.3.1.153:8136,0.5225
CCTV15,http://61.48.28.175:8180/rtp/239.3.1.153:8136,0.5179
CCTV15,http://111.193.234.141:8888/rtp/239.3.1.153:8136,0.4686
CCTV15,http://61.48.28.175:8180/rtp/239.3.1.153:8136,0.4643
CCTV15,http://114.249.217.126:8888/rtp/239.3.1.153:8136,0.451
CCTV15,http://114.246.183.121:4022/rtp/239.3.1.153:8136,0.4492
CCTV15,http://111.193.234.141:8888/rtp/239.3.1.153:8136,0.4462
CCTV15,http://sweetown.fun:4000/rtp/239.3.1.153:8136,0.4012
CCTV15,http://1.203.76.226:7788/udp/225.1.8.74:8136,0.3849
CCTV15,http://123.118.59.198:8888/rtp/239.3.1.153:8136,0.3697
CCTV15,http://222.129.32.10:8888/rtp/239.3.1.153:8136,0.3261
CCTV15,http://1.203.76.226:7788/udp/225.1.8.115:8052,0.3238
CCTV15,http://111.197.224.161:4022/rtp/239.3.1.153:8136,0.3182
CCTV15,http://114.254.81.86:2222/rtp/239.3.1.153:8136,0.3154
CCTV15,http://114.254.81.86:2222/rtp/239.3.1.153:8136,0.3013
CCTV15,http://222.129.36.235:9001/rtp/239.3.1.153:8136,0.295
CCTV15,http://114.253.218.94:5400/rtp/239.3.1.153:8136,0.2642
CCTV15,http://114.243.107.120:4000/rtp/239.3.1.153:8136,0.2586
CCTV15,http://125.34.18.98:8888/rtp/239.3.1.153:8136,0.2549
CCTV15,http://114.249.27.188:6000/rtp/239.3.1.153:8136,0.2231
CCTV16,http://120.244.86.221:9999/udp/228.1.1.217:8002 8K信号,6.3514
CCTV16,http://www.ogrehq.com:4022/udp/228.1.1.217:8002 8K信号,5.3451
CCTV16,http://www.ogrehq.com:4022/udp/228.1.1.217:8002 8K信号,4.4167
CCTV16,http://111.192.187.92:8012/rtp/239.3.1.184:8001,0.95
CCTV16,http://221.219.101.215:8012/rtp/239.3.1.184:8001,0.9495
CCTV16,http://111.192.187.92:8012/rtp/239.3.1.184:8001,0.949
CCTV16,http://221.219.101.215:8012/rtp/239.3.1.184:8001,0.9482
CCTV16,http://124.65.5.85:20000/rtp/239.3.1.184:8001,0.9468
CCTV16,http://120.244.86.221:9999/udp/228.1.1.215:8002,0.9465
CCTV16,http://www.ogrehq.com:4022/udp/228.1.1.215:8002,0.9451
CCTV16,http://114.254.189.79:9999/rtp/239.3.1.184:8001,0.9418
CCTV16,http://www.ogrehq.com:4022/udp/228.1.1.215:8002,0.9358
CCTV16,http://114.252.237.19:8000/rtp/239.3.1.184:8001,0.9268
CCTV16,http://114.246.183.121:4022/rtp/239.3.1.184:8001,0.9029
CCTV16,http://123.121.216.27:8180/rtp/239.3.1.184:8001,0.8991
CCTV16,http://114.254.189.79:9999/rtp/239.3.1.184:8001,0.8831
CCTV16,http://124.65.5.85:20000/rtp/239.3.1.184:8001,0.8694
CCTV16,http://sweetown.fun:4000/rtp/239.3.1.184:8001,0.8524
CCTV16,http://123.121.216.27:8180/rtp/239.3.1.184:8001,0.8353
CCTV16,http://114.252.237.19:8000/rtp/239.3.1.184:8001,0.8136
CCTV16,http://114.246.183.121:4022/rtp/239.3.1.184:8001,0.768
CCTV16,http://114.249.217.126:8888/rtp/239.3.1.184:8001,0.7324
CCTV16,http://114.249.217.126:8888/rtp/239.3.1.184:8001,0.7043
CCTV16,http://125.34.18.98:8888/rtp/239.3.1.184:8001,0.6776
CCTV16,http://111.196.185.170:5555/rtp/239.3.1.184:8001,0.5699
CCTV16,http://114.249.27.188:6000/rtp/239.3.1.184:8001,0.5527
CCTV16,http://114.253.218.94:5400/rtp/239.3.1.184:8001,0.5112
CCTV16,http://123.118.59.198:8888/rtp/239.3.1.184:8001,0.4938
CCTV16,http://120.244.86.221:9999/udp/228.1.1.215:8002,0.4536
CCTV16,http://120.244.86.221:9999/udp/228.1.1.217:8002 8K信号,0.446
CCTV16,http://114.253.218.94:5400/rtp/239.3.1.184:8001,0.3806
CCTV16,http://222.129.36.235:9001/rtp/239.3.1.184:8001,0.3673
CCTV16,http://111.193.234.141:8888/rtp/239.3.1.184:8001,0.3664
CCTV16,http://114.249.27.188:6000/rtp/239.3.1.184:8001,0.3486
CCTV16,http://123.118.59.198:8888/rtp/239.3.1.184:8001,0.3112
CCTV16,http://61.48.28.175:8180/rtp/239.3.1.184:8001,0.3024
CCTV16,http://111.193.234.141:8888/rtp/239.3.1.184:8001,0.2513
CCTV16,http://111.197.224.161:4022/rtp/239.3.1.184:8001,0.2471
CCTV16,http://125.34.18.98:8888/rtp/239.3.1.184:8001,0.2274
CCTV17,http://114.254.189.79:9999/rtp/239.3.1.151:8144,0.9586
CCTV17,http://111.192.187.92:8012/rtp/239.3.1.151:8144,0.9579
CCTV17,http://111.192.187.92:8012/rtp/239.3.1.151:8144,0.9569
CCTV17,http://120.244.86.221:9999/udp/228.1.1.181:8144,0.9549
CCTV17,http://124.65.5.85:20000/rtp/239.3.1.151:8144,0.9533
CCTV17,http://www.ogrehq.com:4022/udp/228.1.1.181:8144,0.9494
CCTV17,http://www.ogrehq.com:4022/udp/228.1.1.181:8144,0.9468
CCTV17,http://124.65.5.85:20000/rtp/239.3.1.151:8144,0.9372
CCTV17,http://114.246.183.121:4022/rtp/239.3.1.151:8144,0.8441
CCTV17,http://114.246.183.121:4022/rtp/239.3.1.151:8144,0.8201
CCTV17,http://114.254.219.197:8000/rtp/239.3.1.151:8144,0.8002
CCTV17,http://114.254.189.79:9999/rtp/239.3.1.151:8144,0.7959
CCTV17,http://111.193.234.141:8888/rtp/239.3.1.151:8144,0.7496
CCTV17,http://114.252.237.19:8000/rtp/239.3.1.151:8144,0.7406
CCTV17,http://114.249.217.126:8888/rtp/239.3.1.151:8144,0.724
CCTV17,http://111.197.224.161:4022/rtp/239.3.1.151:8144,0.6673
CCTV17,http://222.129.36.235:9001/rtp/239.3.1.151:8144,0.6659
CCTV17,http://125.34.18.98:8888/rtp/239.3.1.151:8144,0.6642
CCTV17,http://120.244.86.221:9999/udp/228.1.1.181:8144,0.6614
CCTV17,http://114.252.237.19:8000/rtp/239.3.1.151:8144,0.6533
CCTV17,http://114.249.217.126:8888/rtp/239.3.1.151:8144,0.6188
CCTV17,http://111.193.234.141:8888/rtp/239.3.1.151:8144,0.6051
CCTV17,http://114.254.81.86:2222/rtp/239.3.1.151:8144,0.5808
CCTV17,http://1.203.76.226:7788/udp/225.1.8.17:8144,0.3816
CCTV17,http://222.129.36.235:9001/rtp/239.3.1.151:8144,0.3312
CCTV17,http://114.253.218.94:5400/rtp/239.3.1.151:8144,0.3156
CCTV17,http://114.253.218.94:5400/rtp/239.3.1.151:8144,0.3117
CCTV17,http://111.196.185.170:5555/rtp/239.3.1.151:8144,0.3017
CCTV17,http://1.202.9.192:8888/udp/225.1.8.117:8064,0.2937
CCTV17,http://123.113.237.79:8888/rtp/239.3.1.151:8144,0.2581
CCTV17,http://61.48.28.175:8180/rtp/239.3.1.151:8144,0.2305
CCTV17,http://61.48.28.175:8180/rtp/239.3.1.151:8144,0.225
CCTV17,http://123.113.237.79:8888/rtp/239.3.1.151:8144,0.2191

卫视频道,#genre#
广东卫视,http://125.34.18.98:8888/rtp/239.3.1.142:8048,1.2351
贵州卫视,http://123.122.162.250:19999/rtp/239.3.1.149:8076,0.9674
贵州卫视,http://123.122.162.250:19999/rtp/239.3.1.149:8076,0.9662
贵州卫视,http://123.122.163.122:19999/rtp/239.3.1.149:8076,0.9661
天津卫视,http://111.192.187.92:8012/rtp/239.3.1.141:1234,0.9646
安徽卫视,http://111.192.187.92:8012/rtp/239.3.1.211:8064,0.9646
天津卫视,http://114.254.219.197:8000/rtp/239.3.1.141:1234,0.9643
河北卫视,http://114.254.189.79:9999/rtp/239.3.1.148:8072,0.9641
贵州卫视,http://111.192.187.92:8012/rtp/239.3.1.149:8076,0.9641
河北卫视,http://111.192.187.92:8012/rtp/239.3.1.148:8072,0.964
贵州卫视,http://111.192.187.92:8012/rtp/239.3.1.149:8076,0.9639
贵州卫视,http://114.254.189.79:9999/rtp/239.3.1.149:8076,0.9639
天津卫视,http://111.192.187.92:8012/rtp/239.3.1.141:1234,0.9638
河北卫视,http://111.192.187.92:8012/rtp/239.3.1.148:8072,0.9635
广东卫视,http://120.244.86.221:9999/udp/228.1.1.17:8048,0.9628
安徽卫视,http://111.192.187.92:8012/rtp/239.3.1.211:8064,0.9626
天津卫视,http://221.219.101.215:8012/rtp/239.3.1.141:1234,0.9625
安徽卫视,http://221.219.101.215:8012/rtp/239.3.1.211:8064,0.9621
吉林卫视,http://111.192.187.92:8012/rtp/239.3.1.240:8172,0.9615
安徽卫视,http://123.122.163.122:19999/rtp/239.3.1.211:8064,0.9615
河北卫视,http://120.244.86.221:9999/udp/228.1.1.187:8072,0.9615
河北卫视,http://124.65.5.85:20000/rtp/239.3.1.148:8072,0.9613
安徽卫视,http://123.122.163.122:19999/rtp/239.3.1.211:8064,0.961
吉林卫视,http://111.192.187.92:8012/rtp/239.3.1.240:8172,0.9607
河北卫视,http://120.244.86.221:9999/udp/228.1.1.187:8072,0.9607
贵州卫视,http://114.252.237.19:8000/rtp/239.3.1.149:8076,0.9607
湖南卫视,http://114.246.183.121:4022/rtp/239.3.1.132:8012,0.9603
贵州卫视,http://114.252.237.19:8000/rtp/239.3.1.149:8076,0.9602
江西卫视,http://114.252.237.19:8000/rtp/239.3.1.123:8164,0.9599
河北卫视,http://125.34.18.98:8888/rtp/239.3.1.148:8072,0.9595
天津卫视,http://124.65.5.85:20000/rtp/239.3.1.141:1234,0.9593
天津卫视,http://124.65.5.85:20000/rtp/239.3.1.141:1234,0.9592
天津卫视,http://120.244.86.221:9999/udp/228.1.1.15:1234,0.9589
深圳卫视,http://111.192.187.92:8012/rtp/239.3.1.134:8020,0.9588
东方卫视,http://111.192.187.92:8012/rtp/239.3.1.136:8032,0.9587
湖南卫视,http://114.254.189.79:9999/rtp/239.3.1.132:8012,0.9587
浙江卫视,http://111.192.187.92:8012/rtp/239.3.1.137:8036,0.9585
河北卫视,http://124.65.5.85:20000/rtp/239.3.1.148:8072,0.9584
东方卫视,http://111.192.187.92:8012/rtp/239.3.1.136:8032,0.9582
江西卫视,http://111.192.187.92:8012/rtp/239.3.1.123:8164,0.9581
深圳卫视,http://111.192.187.92:8012/rtp/239.3.1.134:8020,0.9581
山东卫视,http://114.254.189.79:9999/rtp/239.3.1.209:8052,0.958
广东卫视,http://111.192.187.92:8012/rtp/239.3.1.142:8048,0.958
湖南卫视,http://111.192.187.92:8012/rtp/239.3.1.132:8012,0.958
黑龙江卫视,http://111.192.187.92:8012/rtp/239.3.1.133:8016,0.958
重庆卫视,http://114.254.189.79:9999/rtp/239.3.1.122:8160,0.9579
黑龙江卫视,http://114.254.189.79:9999/rtp/239.3.1.133:8016,0.9579
深圳卫视,http://114.254.189.79:9999/rtp/239.3.1.134:8020,0.9577
重庆卫视,http://111.192.187.92:8012/rtp/239.3.1.122:8160,0.9576
湖南卫视,http://111.192.187.92:8012/rtp/239.3.1.132:8012,0.9575
东南卫视,http://111.192.187.92:8012/rtp/239.3.1.156:8148,0.9574
东南卫视,http://111.192.187.92:8012/rtp/239.3.1.156:8148,0.9574
吉林卫视,http://114.254.189.79:9999/rtp/239.3.1.240:8172,0.9574
黑龙江卫视,http://114.254.189.79:9999/rtp/239.3.1.133:8016,0.9574
江苏卫视,http://111.192.187.92:8012/rtp/239.3.1.135:8028,0.9573
江苏卫视,http://111.192.187.92:8012/rtp/239.3.1.135:8028,0.9573
浙江卫视,http://111.192.187.92:8012/rtp/239.3.1.137:8036,0.9573
重庆卫视,http://111.192.187.92:8012/rtp/239.3.1.122:8160,0.9573
东南卫视,http://114.254.189.79:9999/rtp/239.3.1.156:8148,0.9572
天津卫视,http://114.254.219.197:8000/rtp/239.3.1.141:1234,0.9572
辽宁卫视,http://114.254.189.79:9999/rtp/239.3.1.210:8056,0.9572
湖北卫视,http://221.219.101.215:8012/rtp/239.3.1.138:8044,0.9571
黑龙江卫视,http://111.192.187.92:8012/rtp/239.3.1.133:8016,0.9571
山东卫视,http://111.192.187.92:8012/rtp/239.3.1.209:8052,0.957
湖南卫视,http://221.219.101.215:8012/rtp/239.3.1.132:8012,0.957
江西卫视,http://111.192.187.92:8012/rtp/239.3.1.123:8164,0.9568
辽宁卫视,http://111.192.187.92:8012/rtp/239.3.1.210:8056,0.9568
重庆卫视,http://221.219.101.215:8012/rtp/239.3.1.122:8160,0.9568
河北卫视,http://wg.mxmy.net:8888/rtp/239.3.1.148:8072,0.9566
湖北卫视,http://111.192.187.92:8012/rtp/239.3.1.138:8044,0.9566
贵州卫视,http://1.202.9.192:8888/udp/225.1.8.77:8076,0.9566
东南卫视,http://221.219.101.215:8012/rtp/239.3.1.156:8148,0.9564
湖北卫视,http://111.192.187.92:8012/rtp/239.3.1.138:8044,0.9564
贵州卫视,http://www.ogrehq.com:4022/udp/228.1.1.188:8076,0.9564
辽宁卫视,http://111.192.187.92:8012/rtp/239.3.1.210:8056,0.9564
山东卫视,http://111.192.187.92:8012/rtp/239.3.1.209:8052,0.9562
广东卫视,http://sweetown.fun:4000/rtp/239.3.1.142:8048,0.9562
江苏卫视,http://123.122.163.122:19999/rtp/239.3.1.135:8028,0.9562
湖南卫视,http://221.219.101.215:8012/rtp/239.3.1.132:8012,0.9562
河北卫视,http://114.254.189.79:9999/rtp/239.3.1.148:8072,0.9555
辽宁卫视,http://120.244.86.221:9999/udp/228.1.1.19:8056,0.9555
东南卫视,http://221.219.101.215:8012/rtp/239.3.1.156:8148,0.9554
河北卫视,http://www.ogrehq.com:4022/udp/228.1.1.187:8072,0.9554
东南卫视,http://123.122.163.122:19999/rtp/239.3.1.156:8148,0.9553
东方卫视,http://114.243.107.120:4000/rtp/239.3.1.136:8032,0.9553
江苏卫视,http://114.254.189.79:9999/rtp/239.3.1.135:8028,0.9553
浙江卫视,http://120.244.86.221:9999/udp/228.1.1.13:8036,0.9553
贵州卫视,http://www.ogrehq.com:4022/udp/228.1.1.188:8076,0.9553
东南卫视,http://114.243.107.120:4000/rtp/239.3.1.156:8148,0.9552
江西卫视,http://114.246.183.121:4022/rtp/239.3.1.123:8164,0.9552
江西卫视,http://222.129.36.235:9001/rtp/239.3.1.123:8164,0.9551
湖南卫视,http://114.254.189.79:9999/rtp/239.3.1.132:8012,0.9551
江苏卫视,http://114.246.183.121:4022/rtp/239.3.1.135:8028,0.955
天津卫视,http://114.254.189.79:9999/rtp/239.3.1.141:1234,0.9549
江苏卫视,http://124.65.5.85:20000/rtp/239.3.1.135:8028,0.9548
天津卫视,http://www.ogrehq.com:4022/udp/228.1.1.15:1234,0.9547
安徽卫视,http://www.ogrehq.com:4022/udp/228.1.1.21:8064,0.9547
东南卫视,http://123.122.163.122:19999/rtp/239.3.1.156:8148,0.9546
江西卫视,http://120.244.86.221:9999/udp/228.1.1.211:8164,0.9546
江西卫视,http://114.254.189.79:9999/rtp/239.3.1.123:8164,0.9545
山东卫视,http://120.244.86.221:9999/udp/228.1.1.18:8052,0.9544
辽宁卫视,http://124.65.5.85:20000/rtp/239.3.1.210:8056,0.9544
湖北卫视,http://114.246.183.121:4022/rtp/239.3.1.138:8044,0.9541
江西卫视,http://111.196.185.170:5555/rtp/239.3.1.123:8164,0.954
黑龙江卫视,http://120.244.86.221:9999/udp/228.1.1.35:8016,0.954
山东卫视,http://114.243.107.120:4000/rtp/239.3.1.209:8052,0.9538
黑龙江卫视,http://124.65.5.85:20000/rtp/239.3.1.133:8016,0.9537
吉林卫视,http://114.246.183.121:4022/rtp/239.3.1.240:8172,0.9536
山东卫视,http://124.65.5.85:20000/rtp/239.3.1.209:8052,0.9536
浙江卫视,http://124.65.5.85:20000/rtp/239.3.1.137:8036,0.9536
天津卫视,http://www.ogrehq.com:4022/udp/228.1.1.15:1234,0.9535
广东卫视,http://www.ogrehq.com:4022/udp/228.1.1.17:8048,0.9535
吉林卫视,http://124.65.5.85:20000/rtp/239.3.1.240:8172,0.9534
深圳卫视,http://124.65.5.85:20000/rtp/239.3.1.134:8020,0.9534
湖南卫视,http://124.65.5.85:20000/rtp/239.3.1.132:8012,0.9534
重庆卫视,http://120.244.86.221:9999/udp/228.1.1.210:8160,0.9534
吉林卫视,http://sweetown.fun:4000/rtp/239.3.1.240:8172,0.9532
江西卫视,http://120.244.86.221:9999/udp/228.1.1.211:8164,0.9531
河北卫视,http://www.ogrehq.com:4022/udp/228.1.1.187:8072,0.9531
吉林卫视,http://124.65.5.85:20000/rtp/239.3.1.240:8172,0.953
深圳卫视,http://124.65.5.85:20000/rtp/239.3.1.134:8020,0.953
东南卫视,http://124.65.5.85:20000/rtp/239.3.1.156:8148,0.9528
辽宁卫视,http://124.65.5.85:20000/rtp/239.3.1.210:8056,0.9527
江苏卫视,http://120.244.86.221:9999/udp/228.1.1.37:8028,0.9525
辽宁卫视,http://120.244.86.221:9999/udp/228.1.1.19:8056,0.9524
江西卫视,http://124.65.5.85:20000/rtp/239.3.1.123:8164,0.9522
辽宁卫视,http://222.129.138.133:4088/rtp/239.3.1.210:8056,0.952
东南卫视,http://www.ogrehq.com:4022/udp/228.1.1.185:8148,0.9519
山东卫视,http://222.129.138.133:4088/rtp/239.3.1.209:8052,0.9519
安徽卫视,http://114.254.189.79:9999/rtp/239.3.1.211:8064,0.9518
